subj,task,ord,paint,price,cons,resp,zresp,rt,zrt,conf,zconf,belcons,zbelcons,cor,zcor,corb,respcons,zrespcons,respconsb
44,1,1,3,311,0.541666666666667,2,0.957427107756338,3.664,-0.246937670886549,5,0.552770798392567,6,0.23650808243982,0,-0.957427107756338,0,0.541666666666667,-0.0099898920045693,1
44,1,1,4,534,0.6875,2,0.957427107756338,3.21,-0.483705786161087,4,0.110554159678513,2,-1.38526162571895,0,-0.957427107756338,0,0.3125,-1.36301185515905,0
44,1,1,5,2670,0.608695652173913,2,0.957427107756338,5.474,0.697005696177134,2,-0.773879117749593,2,-1.38526162571895,0,-0.957427107756338,0,0.608695652173913,0.385755662435872,1
44,1,1,6,5340,0.617021276595745,1,-0.957427107756338,2.626,-0.788270938849037,8,1.87942071453473,7,0.641950509479512,1,0.957427107756338,1,0.617021276595745,0.434910946943713,1
44,1,1,7,17800,0.520833333333333,1,-0.957427107756338,4.667,0.276142548541558,3,-0.33166247903554,6,0.23650808243982,0,-0.957427107756338,0,0.479166666666667,-0.378995881955791,0
44,1,1,8,26700,0.775510204081633,1,-0.957427107756338,5.929,0.934295327124082,1,-1.21609575646365,4,-0.574376771639563,0,-0.957427107756338,0,0.224489795918367,-1.88263253488628,0
44,1,1,9,178000,0.591836734693878,2,0.957427107756338,3.849,-0.150457271490537,4,0.110554159678513,6,0.23650808243982,1,0.957427107756338,1,0.591836734693878,0.286218997888249,1
44,1,1,10,267000,0.630434782608696,1,-0.957427107756338,6.181,1.06571727657162,3,-0.33166247903554,8,1.0473929365192,0,-0.957427107756338,0,0.630434782608696,0.514105571984123,1
44,1,1,11,3000000,0.583333333333333,2,0.957427107756338,7.41,1.70666003796459,2,-0.773879117749593,2,-1.38526162571895,1,0.957427107756338,1,0.583333333333333,0.236014101296246,1
44,1,1,12,2500000,0.847826086956522,2,0.957427107756338,3.094,-0.544201604160748,8,1.87942071453473,9,1.45283536355889,1,0.957427107756338,1,0.847826086956522,1.79760466746663,1
45,1,1,1,1,0.6875,1,-0.809173593712687,5.585,1.06959621440111,2,-2.31650948977469,3,-1.07946942397093,1,0.809173593712687,1,0.6875,0.771117426145013,1
45,1,1,2,1,0.604166666666667,2,1.13284303119776,1.383,-1.88808514095735,8,0.609607760467025,8,1.07946942397093,0,-1.13284303119776,0,0.604166666666667,0.259897003202225,1
45,1,1,3,311,0.541666666666667,2,1.13284303119776,3.709,-0.250872662955499,8,0.609607760467025,8,1.07946942397093,0,-1.13284303119776,0,0.541666666666667,-0.123518314004866,1
45,1,1,4,534,0.6875,1,-0.809173593712687,3.674,-0.275508276339018,7,0.121921552093405,8,1.07946942397093,1,0.809173593712687,1,0.6875,0.771117426145013,1
45,1,1,5,2670,0.608695652173913,1,-0.809173593712687,6.012,1.37015069768004,6,-0.365764656280215,3,-1.07946942397093,1,0.809173593712687,1,0.391304347826087,-1.04593777279294,0
45,1,1,6,5340,0.617021276595745,1,-0.809173593712687,4.004,-0.0432296358658416,10,1.58498017721426,3,-1.07946942397093,1,0.809173593712687,1,0.617021276595745,0.338755472698719,1
45,1,1,7,17800,0.520833333333333,1,-0.809173593712687,5.695,1.14702242789217,7,0.121921552093405,3,-1.07946942397093,0,-1.13284303119776,0,0.479166666666667,-0.506933631211956,0
45,1,1,8,26700,0.775510204081633,2,1.13284303119776,2.621,-1.01668830184888,8,0.609607760467025,8,1.07946942397093,1,0.809173593712687,1,0.775510204081633,1.31102879119173,1
45,1,1,9,178000,0.591836734693878,2,1.13284303119776,4.626,0.394580407692692,5,-0.853450864653835,8,1.07946942397093,1,0.809173593712687,1,0.591836734693878,0.184257246746405,1
45,1,1,10,267000,0.630434782608696,1,-0.809173593712687,3.181,-0.622518487712583,5,-0.853450864653835,4,-0.647681654382559,0,-1.13284303119776,0,0.630434782608696,0.421042571303756,1
45,1,1,11,3000000,0.583333333333333,2,1.13284303119776,2.97,-0.771036042681795,8,0.609607760467025,5,-0.215893884794186,1,0.809173593712687,1,0.583333333333333,0.132091897466529,1
45,1,1,12,2500000,0.847826086956522,1,-0.809173593712687,5.325,0.886588800694967,7,0.121921552093405,5,-0.215893884794186,0,-1.13284303119776,0,0.152173913043478,-2.51291811688963,0
